"ID","Race","Age","Sex","HS_GPA","ACT","ACT_ENG","ACT_MATH","ACT_READ","ACT_SCI","MAJOR_CODE","Stype","Hours"
"8117","White",26,"Female",3.28,16,16,14,16,16,"000095","C",15
"8118","White",25,"Female",2.42,22,21,24,23,22,"000031","C",16
"8119","White",22,"Female",3.28,NA,NA,NA,NA,NA,"000100","D",17
"8120","Black",34,"Female",2.59,NA,NA,NA,NA,NA,"000104","S",14
"8121","Hispanic",26,"Female",3.22,17,18,16,21,18,"000107","D",18
"8122","Black",24,"Male",3.92,26,26,25,28,24,"000001","T",5
"8123","Hispanic",19,"Male",2.86,NA,NA,NA,NA,NA,"000084","N",15
"8124","Hispanic",33,"Male",3.29,14,14,15,14,15,"000050","C",3
"8125","Black",19,"Male",3.56,23,23,24,24,23,"000116","J",15
"8126","White",35,"Female",2.95,26,26,26,25,24,"000050","T",13
"8127","Hispanic",28,"Female",2.54,NA,NA,NA,NA,NA,"000001","N",16
"8128","Asian",30,"Male",3.36,20,20,18,18,17,"000109","D",7
"8129","White",30,"Female",3.36,19,18,18,19,18,"000033","S",16
"8130","Black",22,"Female",3.85,22,22,26,20,24,"000033","M",12
"8131","White",30,"Female",2.91,NA,NA,NA,NA,NA,"000033","C",15
"8132","Asian",29,"Male",2.97,25,24,24,24,25,"000001","C",17
"8133","Hispanic",18,"Male",2.15,19,22,17,17,16,"000115","T",15
"8134","Hispanic",25,"Female",3.67,28,29,27,26,27,"000085","R",14
"8135","White",29,"Male",2.63,21,21,22,21,18,"000094","C",15
"8136","Hispanic",25,"Female",3.41,28,28,29,27,30,"000116","T",12
"8137","White",20,"Female",3.45,21,20,23,21,24,"000089","N",15
"8138","White",28,"Female",2.83,25,25,27,25,26,"000086","D",16
"8139","Black",29,"Female",3.77,NA,NA,NA,NA,NA,"000111","N",9
"8140","White",29,"Female",2.89,NA,NA,NA,NA,NA,"000058","C",9
"8141","White",26,"Female",3.78,25,26,27,24,22,"000001","C",12
"8142","White",30,"Male",3.47,NA,NA,NA,NA,NA,"000031","S",13
"8143","White",23,"Female",3.37,NA,NA,NA,NA,NA,"000054","T",13
"8144","Hispanic",18,"Female",2.98,27,27,27,28,29,"000021","N",12
"8145","White",34,"Female",2.14,19,18,19,20,20,"000099","D",13
"8146","White",21,"Female",3.73,24,25,22,24,24,"000005","D",13
"8147","White",32,"Male",3.11,22,22,19,21,22,"000108","T",16
"8148","White",34,"Female",2.88,19,17,19,20,18,"000005","R",15
"8149","White",18,"Female",3.21,26,25,23,26,26,"000074","C",6
"8150","Black",19,"Male",3.17,NA,NA,NA,NA,NA,"000043","N",17
"8151","Hispanic",32,"Male",3.4,24,25,25,24,26,"000044","C",14
"8152","Asian",31,"Male",3.87,20,19,17,19,18,"000108","C",15
"8153","White",28,"Male",3.65,NA,NA,NA,NA,NA,"000050","M",12
"8154","Asian",24,"Male",3.59,21,19,20,23,20,"000020","N",14
"8155","White",33,"Male",3.47,21,20,21,20,23,"000086","T",18
"8156","White",35,"Male",3.48,21,20,21,20,20,"000029","R",18
"8157","Hispanic",28,"Male",3.91,NA,NA,NA,NA,NA,"000089","C",15
"8158","White",22,"Female",2.76,20,22,16,21,20,"000114","D",12
"8159","Hispanic",32,"Male",2.86,18,16,16,17,18,"000100","T",14
"8160","White",29,"Male",3.21,NA,NA,NA,NA,NA,"000001","N",15
"8161","Black",31,"Male",2.63,NA,NA,NA,NA,NA,"000108","C",15
"8162","White",22,"Male",2.27,NA,NA,NA,NA,NA,"000074","T",13
"8163","White",19,"Female",2.87,NA,NA,NA,NA,NA,"000105","N",6
"8164","White",25,"Male",2.68,19,19,20,20,20,"000050","D",10
"8165","White",19,"Female",2.83,24,24,23,22,24,"000038","M",14
"8166","White",24,"Female",2.98,27,28,26,27,27,"000018","C",15
"8167","White",29,"Female",2.81,NA,NA,NA,NA,NA,"000099","C",15
"8168","White",33,"Female",3.38,24,24,24,22,25,"000111","C",17
"8169","White",34,"Female",3.59,26,24,24,24,26,"000020","N",14
"8170","Hispanic",18,"Female",2.75,17,18,18,17,17,"000021","C",18
"8171","Hispanic",33,"Female",3.39,19,17,18,18,17,"000019","C",13
"8172","White",32,"Male",3.79,34,34,38,34,33,"000116","C",3
"8173","White",18,"Male",2.72,18,20,17,18,19,"000074","N",16
"8174","Hispanic",29,"Female",2.82,27,28,27,26,26,"000001","C",12
"8175","White",29,"Female",3,NA,NA,NA,NA,NA,"000072","C",16
"8176","Hispanic",33,"Male",3.35,24,22,25,25,24,"000031","T",16
"8177","Black",25,"Female",2.61,24,23,25,24,27,"000029","T",12
"8178","White",33,"Female",3.06,25,27,24,28,24,"000103","C",15
"8179","Black",25,"Female",3.39,23,23,24,25,21,"000020","C",13
"8180","White",27,"Male",3.2,26,27,26,28,27,"000069","D",16
"8181","White",29,"Female",3.1,20,18,19,18,18,"000107","C",1
"8182","White",29,"Female",3.46,NA,NA,NA,NA,NA,"000050","M",15
"8183","White",21,"Female",2.6,17,18,18,16,16,"000010","C",15
"8184","White",34,"Female",3.46,20,19,22,20,21,"000008","N",15
"8185","White",28,"Female",2.92,18,16,20,21,20,"000001","M",6
"8186","White",25,"Male",3.56,NA,NA,NA,NA,NA,"000056","M",12
"8187","White",32,"Male",3.21,NA,NA,NA,NA,NA,"000043","C",19
"8188","Asian",20,"Female",3.92,NA,NA,NA,NA,NA,"000029","R",12
"8189","White",33,"Male",3.3,23,24,22,23,23,"000050","C",15
"8190","Hispanic",22,"Male",3.38,NA,NA,NA,NA,NA,"000107","C",13
"8191","Black",22,"Female",2.32,NA,NA,NA,NA,NA,"000020","T",15
"8192","White",35,"Female",3.58,24,25,25,23,26,"000038","C",15
"8193","White",19,"Male",3.94,20,18,21,16,22,"000046","C",15
"8194","White",35,"Female",3.53,19,21,20,19,20,"000098","C",3
"8195","Black",18,"Female",3.94,NA,NA,NA,NA,NA,"000015","C",13
"8196","White",30,"Male",2.62,25,27,24,24,26,"000098","T",16
"8197","White",26,"Female",3.62,NA,NA,NA,NA,NA,"000005","C",14
"8198","White",23,"Male",2.53,18,19,20,21,18,"000018","N",18
"8199","White",27,"Female",2.68,22,25,21,21,21,"000054","C",15
"8200","White",29,"Male",3.11,19,19,19,20,18,"000115","T",15
"8201","Black",22,"Male",3.76,NA,NA,NA,NA,NA,"000097","C",12
"8202","White",29,"Male",2.89,13,12,16,13,12,"000104","C",12
"8203","White",31,"Male",3.73,NA,NA,NA,NA,NA,"000107","C",16
"8204","White",26,"Female",3.32,21,19,21,23,19,"000001","T",15
"8205","Asian",23,"Female",3.46,18,19,17,18,17,"000043","C",16
"8206","Hispanic",20,"Female",3.93,21,23,24,22,22,"000077","D",13
"8207","Hispanic",19,"Male",3.03,NA,NA,NA,NA,NA,"000039","T",12
"8208","Hispanic",32,"Male",3.46,28,27,28,27,28,"000043","C",3
"8209","White",29,"Female",3.29,22,21,24,23,24,"000105","C",14
"8210","White",25,"Female",3.87,20,19,22,21,18,"000085","N",12
"8211","White",29,"Male",3.4,25,25,25,25,23,"000029","C",15
"8212","White",18,"Female",3.91,24,25,28,23,24,"000089","T",12
"8213","White",21,"Female",3.32,NA,NA,NA,NA,NA,"000077","M",16
"8214","Hispanic",19,"Female",3.49,NA,NA,NA,NA,NA,"000106","N",13
"8215","White",30,"Male",3.47,NA,NA,NA,NA,NA,"000001","C",16
"8216","White",19,"Female",3.92,21,23,21,22,22,"000108","D",16
"8217","White",31,"Female",2.87,21,22,20,21,20,"000104","C",17
"8218","White",26,"Male",2.92,18,18,17,17,20,"000010","C",15
"8219","White",21,"Male",3.5,21,17,20,22,22,"000090","T",3
"8220","White",34,"Male",3.58,24,26,22,24,25,"000050","D",15
"8221","Asian",34,"Male",3.77,NA,NA,NA,NA,NA,"000022","C",12
"8222","White",35,"Female",3.29,27,28,27,27,28,"000014","C",12
"8223","White",32,"Male",3.29,NA,NA,NA,NA,NA,"000107","C",12
"8224","White",32,"Female",3.62,18,18,16,20,19,"000037","D",12
"8225","Asian",18,"Male",3.78,21,22,22,20,22,"000016","C",9
"8226","White",18,"Male",2.22,NA,NA,NA,NA,NA,"000114","T",3
"8227","White",20,"Male",3.44,NA,NA,NA,NA,NA,"000069","C",14
"8228","White",24,"Male",2.81,26,28,26,25,26,"000032","N",12
"8229","Black",19,"Female",2.78,26,29,26,26,26,"000005","D",16
"8230","Asian",33,"Male",2.82,22,20,20,22,21,"000060","C",15
"8231","White",31,"Female",3.19,NA,NA,NA,NA,NA,"000013","T",12
"8232","White",22,"Female",3.77,NA,NA,NA,NA,NA,"000107","T",14
"8233","Black",22,"Female",3.57,26,27,26,25,28,"000029","T",14
"8234","White",34,"Female",3.77,17,18,16,16,17,"000100","C",13
"8235","White",33,"Female",3.17,21,18,21,19,21,"000023","C",15
"8236","Black",20,"Male",3.2,20,22,20,18,22,"000004","N",13
"8237","White",31,"Female",3.08,18,17,14,19,20,"000086","N",12
"8238","Black",27,"Male",3.96,NA,NA,NA,NA,NA,"000128","C",16
"8239","White",19,"Female",3.97,NA,NA,NA,NA,NA,"000032","C",15
"8240","Black",34,"Male",3.41,26,27,27,28,28,"000021","C",16
"8241","Hispanic",25,"Female",3.87,NA,NA,NA,NA,NA,"000111","T",13
"8242","Black",23,"Male",3.43,24,24,24,24,24,"000033","M",2
"8243","Hispanic",27,"Male",2.54,19,20,18,17,19,"000054","C",15
"8244","White",26,"Female",2.99,NA,NA,NA,NA,NA,"000038","M",16
"8245","White",28,"Female",3.02,17,19,18,18,16,"000107","C",15
"8246","Hispanic",22,"Female",3.69,NA,NA,NA,NA,NA,"000100","D",18
"8247","White",30,"Male",2.88,NA,NA,NA,NA,NA,"000116","M",15
"8248","White",33,"Male",3.3,16,15,16,16,17,"000100","N",15
"8249","Black",19,"Male",3.09,21,20,21,21,21,"000024","C",12
"8250","White",22,"Male",3.08,19,17,19,19,19,"000043","C",16
"8251","Hispanic",21,"Male",3.39,17,17,19,19,15,"000099","M",13
"8252","White",29,"Male",3.14,20,20,21,22,20,"000043","T",14
"8253","White",29,"Male",2.8,NA,NA,NA,NA,NA,"000033","C",2
"8254","Hispanic",18,"Female",2.36,19,20,18,19,19,"000099","C",15
"8255","White",23,"Male",3.23,21,22,21,21,22,"000023","N",6
"8256","White",35,"Male",3,22,22,21,22,24,"000001","T",12
"8257","Bi-Racial",24,"Male",3.23,20,19,21,21,19,"000043","M",15
"8258","White",34,"Female",2.96,27,25,28,25,28,"000115","C",12
"8259","White",25,"Female",3.67,23,23,21,24,23,"000089","C",13
"8260","White",35,"Female",2.75,21,22,21,18,21,"000063","C",18
"8261","White",20,"Male",3.41,18,16,18,18,17,"000030","C",10
"8262","White",33,"Male",2.56,NA,NA,NA,NA,NA,"000019","C",15
"8263","Hispanic",32,"Female",3.53,NA,NA,NA,NA,NA,"000040","N",15
"8264","White",35,"Male",3.47,16,18,16,16,18,"000076","M",17
"8265","White",23,"Male",3.45,33,31,33,33,35,"000104","C",12
"8266","White",34,"Male",3.64,22,17,22,24,21,"000060","C",13
"8267","White",29,"Male",3.94,25,22,23,27,26,"000063","C",12
"8268","Hispanic",33,"Male",2.35,27,27,28,26,26,"000031","T",9
"8269","White",28,"Male",2.55,22,23,21,19,21,"000003","N",5
"8270","White",31,"Female",3.17,26,28,23,28,25,"000114","T",13
"8271","Asian",34,"Female",2.97,NA,NA,NA,NA,NA,"000054","C",16
"8272","Hispanic",34,"Male",3.86,18,16,18,19,18,"000031","T",13
"8273","White",28,"Female",3.86,22,24,19,22,23,"000032","N",18
"8274","Black",32,"Male",3.24,25,27,29,25,23,"000087","T",12
"8275","White",31,"Female",3.42,NA,NA,NA,NA,NA,"000069","N",3
"8276","White",24,"Male",3.54,28,30,29,30,29,"000019","C",16
"8277","White",19,"Female",3.24,18,17,18,19,19,"000009","C",13
"8278","White",31,"Male",3.3,26,25,26,26,25,"000050","T",3
"8279","White",32,"Male",3.87,17,16,18,19,17,"000074","N",8
"8280","White",18,"Female",2.69,NA,NA,NA,NA,NA,"000063","C",12
"8281","White",31,"Male",3.54,31,31,32,32,31,"000001","C",16
"8282","Asian",24,"Male",3.12,23,22,24,25,25,"000026","M",6
"8283","White",20,"Male",2.94,NA,NA,NA,NA,NA,"000032","C",4.5
"8284","White",22,"Male",3.41,22,22,23,21,22,"000104","N",15
"8285","Black",23,"Female",2.42,NA,NA,NA,NA,NA,"000032","T",3
"8286","Hispanic",32,"Female",2.92,18,19,17,19,18,"000103","M",12
"8287","Hispanic",32,"Male",3.96,26,26,27,29,26,"000022","C",15
"8288","Asian",28,"Female",3.98,16,15,15,14,15,"000001","N",12
"8289","Hispanic",35,"Male",2.33,22,22,23,21,22,"000107","D",16
"8290","White",24,"Female",3.93,22,23,21,19,22,"000050","C",14
"8291","White",35,"Female",2.77,20,21,18,20,20,"000104","N",3
"8292","White",23,"Male",3.3,NA,NA,NA,NA,NA,"000058","C",2
"8293","White",18,"Female",3.31,21,19,21,22,21,"000004","T",2
"8294","White",25,"Female",3.32,24,25,26,24,20,"000020","T",2
"8295","White",19,"Female",2.9,NA,NA,NA,NA,NA,"000079","M",15
"8296","White",28,"Male",3.16,22,22,22,26,23,"000100","C",14
"8297","White",24,"Female",3.8,NA,NA,NA,NA,NA,"000074","D",7
"8298","White",27,"Male",3.71,28,30,26,29,29,"000032","C",18
"8299","Hispanic",24,"Female",2.39,29,27,29,26,30,"000069","C",15
"8300","Black",23,"Female",3.26,NA,NA,NA,NA,NA,"000056","C",15
"8301","White",29,"Female",3.72,NA,NA,NA,NA,NA,"000059","M",3
"8302","Bi-Racial",23,"Male",3.85,23,24,25,19,26,"000050","M",12
"8303","White",18,"Male",3.68,NA,NA,NA,NA,NA,"000089","C",16
"8304","Bi-Racial",18,"Female",2.53,NA,NA,NA,NA,NA,"000050","T",13
"8305","Asian",25,"Male",2.46,23,26,22,25,24,"000122","C",15
"8306","Bi-Racial",18,"Male",2.79,20,20,22,21,23,"000005","M",14
"8307","White",33,"Female",3.53,NA,NA,NA,NA,NA,"000020","N",12
"8308","White",35,"Female",2.71,27,26,28,26,26,"000030","C",13
"8309","Hispanic",26,"Female",3.41,25,24,27,25,25,"000058","R",5
"8310","White",23,"Female",3.06,16,17,17,17,17,"000050","N",12
"8311","White",27,"Female",3.83,NA,NA,NA,NA,NA,"000014","D",14
"8312","White",25,"Male",3.56,21,23,21,23,20,"000064","N",12
"8313","Hispanic",18,"Male",3.62,23,26,23,24,24,"000029","C",15
"8314","White",24,"Female",3.63,22,24,23,20,21,"000001","C",17
"8315","White",29,"Female",3.1,31,31,30,32,32,"000056","M",3
"8316","White",18,"Male",3.31,NA,NA,NA,NA,NA,"000001","T",15
"8317","White",26,"Female",3.86,24,23,24,26,24,"000111","N",16
"8318","White",30,"Male",2.83,NA,NA,NA,NA,NA,"000069","R",9
"8319","White",24,"Male",3.48,NA,NA,NA,NA,NA,"000031","D",2
"8320","White",31,"Male",3.63,23,22,22,25,20,"000107","T",13
"8321","Hispanic",23,"Female",3.39,NA,NA,NA,NA,NA,"000050","N",16
"8322","White",24,"Male",3.5,21,20,21,21,21,"000005","C",16
"8323","Black",35,"Female",3.95,23,23,25,23,24,"000075","D",16
"8324","Black",23,"Male",3.43,24,24,21,23,26,"000114","C",18
"8325","White",34,"Male",3.18,21,19,22,22,22,"000116","T",15
"8326","Black",25,"Male",2.8,19,18,17,20,17,"000107","C",15
"8327","White",24,"Female",3.38,21,24,20,21,21,"000021","M",17
"8328","White",24,"Male",3.67,24,25,22,26,24,"000115","C",14
"8329","White",28,"Female",3.28,25,25,25,23,25,"000115","T",15
"8330","Bi-Racial",28,"Male",3.27,25,25,25,27,26,"000055","M",4
"8331","White",27,"Male",3.29,NA,NA,NA,NA,NA,"000116","T",15
"8332","Hispanic",20,"Male",2.52,NA,NA,NA,NA,NA,"000030","C",15
"8333","White",23,"Female",2.59,NA,NA,NA,NA,NA,"000052","N",3
"8334","White",24,"Female",3.32,21,18,22,20,22,"000001","N",13
"8335","Black",26,"Male",3.84,31,32,32,33,33,"000001","M",1
"8336","Bi-Racial",33,"Male",2.67,17,17,18,16,17,"000001","C",2
"8337","Hispanic",28,"Male",3.04,21,24,23,23,19,"000107","M",12
"8338","White",30,"Male",3.41,20,23,23,21,19,"000075","C",12
"8339","White",22,"Female",3.14,NA,NA,NA,NA,NA,"000005","S",12
"8340","Asian",20,"Male",3.32,NA,NA,NA,NA,NA,"000100","N",14
"8341","Hispanic",22,"Female",1.81,24,24,27,25,27,"000085","T",3
"8342","White",20,"Male",3.34,24,22,24,23,25,"000001","C",12
"8343","White",23,"Female",2.92,21,23,21,19,21,"000103","C",14
"8344","White",22,"Male",3.62,NA,NA,NA,NA,NA,"000040","R",13
"8345","White",32,"Female",2.93,26,26,24,25,25,"000086","C",11
"8346","White",22,"Male",2.15,NA,NA,NA,NA,NA,"000001","M",15
"8347","Black",19,"Female",3.26,29,29,28,28,28,"000098","C",12
"8348","Black",18,"Female",3.08,23,28,25,24,26,"000108","J",9
"8349","White",30,"Male",3.42,32,33,34,33,32,"000114","C",15
"8350","White",31,"Male",2.71,NA,NA,NA,NA,NA,"000003","C",9
"8351","Asian",20,"Male",2.9,23,22,22,24,24,"000089","T",17
"8352","Hispanic",32,"Female",3.89,20,20,18,19,18,"000046","T",13
"8353","White",30,"Female",2.49,18,18,17,19,16,"000114","T",15
"8354","White",24,"Female",3.05,NA,NA,NA,NA,NA,"000040","C",12
"8355","Asian",25,"Female",2.3,NA,NA,NA,NA,NA,"000115","C",15
"8356","White",23,"Female",3.15,25,27,27,27,25,"000098","C",12
"8357","White",31,"Female",3.05,24,26,23,19,24,"000016","N",18.5
"8358","Hispanic",30,"Female",3.67,26,26,27,26,25,"000032","N",3
"8359","White",25,"Male",2.74,23,24,21,24,24,"000107","C",16
"8360","White",31,"Male",2.75,21,19,22,16,19,"000103","N",16
"8361","Black",32,"Female",3.81,NA,NA,NA,NA,NA,"000050","C",17
"8362","White",27,"Female",3.59,21,22,20,23,21,"000056","C",16
"8363","Hispanic",30,"Male",3.72,26,25,26,26,28,"000005","N",15
"8364","White",28,"Female",3.39,18,18,18,18,20,"000122","D",16
"8365","White",32,"Female",3.7,20,21,22,21,22,"000079","T",15
"8366","Hispanic",31,"Male",3,18,18,17,20,19,"000086","C",13
"8367","White",32,"Female",3.57,NA,NA,NA,NA,NA,"000020","N",17
"8368","Asian",31,"Male",2.61,22,23,22,20,21,"000115","D",2
"8369","Native",24,"Female",2.96,21,21,21,21,19,"000014","S",16
"8370","Black",21,"Male",3.34,20,21,19,20,18,"000107","C",16
"8371","Black",30,"Female",2.53,26,24,27,25,29,"000107","T",16
"8372","Black",20,"Male",2.81,NA,NA,NA,NA,NA,"000001","N",15
"8373","White",34,"Male",3.73,26,26,28,28,26,"000020","T",14
"8374","White",28,"Male",3.88,16,17,15,18,16,"000001","M",6
"8375","White",20,"Female",3.62,19,19,18,17,19,"000119","N",15
"8376","White",19,"Female",3.39,20,20,15,19,22,"000024","C",15
"8377","Black",21,"Female",3.32,NA,NA,NA,NA,NA,"000107","T",16
"8378","White",24,"Male",3.35,23,23,24,24,24,"000069","N",14
"8379","White",26,"Male",3.23,16,17,16,18,16,"000050","C",12
"8380","Black",30,"Female",3.44,21,23,23,19,21,"000052","T",12
"8381","Hispanic",18,"Female",3.44,25,26,27,28,24,"000087","C",13
"8382","White",23,"Male",3.86,25,26,25,28,24,"000069","C",2
"8383","Hispanic",26,"Female",2.96,NA,NA,NA,NA,NA,"000107","T",12
"8384","Hispanic",31,"Male",3.65,28,27,28,27,24,"000019","C",13
"8385","White",22,"Male",2.78,20,19,19,22,20,"000001","C",16
"8386","White",27,"Female",3.1,21,21,20,20,23,"000008","C",15
"8387","White",26,"Male",3.32,NA,NA,NA,NA,NA,"000010","C",13
"8388","White",35,"Male",3.6,NA,NA,NA,NA,NA,"000107","N",12
"8389","White",35,"Male",3.39,14,14,12,13,16,"000004","N",13
"8390","White",24,"Female",3.89,17,19,16,16,17,"000021","C",16
"8391","White",35,"Female",3.06,25,27,25,27,23,"000001","C",15
"8392","White",24,"Female",3.3,24,22,24,21,24,"000089","C",14
"8393","White",29,"Female",3.82,21,18,21,23,21,"000057","C",14
"8394","White",32,"Male",2.31,NA,NA,NA,NA,NA,"000032","N",15
"8395","White",26,"Male",2.72,NA,NA,NA,NA,NA,"000001","D",15
"8396","White",28,"Male",3.05,NA,NA,NA,NA,NA,"000088","T",12
"8397","Hispanic",33,"Female",2.77,NA,NA,NA,NA,NA,"000043","C",16
"8398","White",19,"Male",3.96,24,24,23,22,25,"000085","N",15
"8399","White",18,"Male",3.17,27,28,26,27,28,"000049","M",14
"8400","Other",26,"Male",3.64,20,21,19,21,21,"000001","M",16
"8401","White",30,"Male",3.2,NA,NA,NA,NA,NA,"000025","C",15
"8402","Hispanic",21,"Female",3.32,26,26,26,23,25,"000087","T",15
"8403","White",23,"Female",3.76,30,32,29,29,27,"000063","C",15
"8404","Hispanic",24,"Female",3.97,22,21,18,23,21,"000020","N",13
"8405","White",30,"Female",3.22,NA,NA,NA,NA,NA,"000010","T",6
"8406","Black",29,"Male",2.9,22,21,22,22,21,"000033","D",12
"8407","White",30,"Male",3.66,NA,NA,NA,NA,NA,"000001","C",13
"8408","Black",22,"Female",3.28,15,14,14,16,16,"000030","C",18
"8409","White",24,"Male",3.6,NA,NA,NA,NA,NA,"000001","N",14
"8410","White",18,"Male",2.96,20,20,18,18,20,"000105","D",4
"8411","White",32,"Male",3.58,NA,NA,NA,NA,NA,"000005","T",16
"8412","White",26,"Male",3.83,21,22,21,23,24,"000026","C",15
"8413","White",31,"Female",3.45,18,17,18,19,16,"000022","C",6
"8414","White",25,"Male",2.86,26,27,27,26,27,"000023","T",15
"8415","White",21,"Male",3.42,17,16,19,16,16,"000031","R",15
"8416","Hispanic",29,"Male",2.79,23,25,22,22,20,"000105","C",12
"8417","White",31,"Male",3.69,NA,NA,NA,NA,NA,"000054","M",11
"8418","Hispanic",33,"Male",3.53,NA,NA,NA,NA,NA,"000107","C",6
"8419","Hispanic",33,"Female",2.52,20,18,21,18,21,"000015","T",16
"8420","Black",21,"Female",3.83,18,19,16,18,18,"000029","T",14
"8421","White",35,"Male",3.76,NA,NA,NA,NA,NA,"000030","T",16
"8422","White",33,"Female",3.61,22,21,22,22,22,"000005","C",9
"8423","White",32,"Male",3.31,NA,NA,NA,NA,NA,"000105","T",15
"8424","White",29,"Female",2.52,20,22,19,22,20,"000021","C",16
"8425","White",33,"Male",3.86,NA,NA,NA,NA,NA,"000001","C",16
"8426","White",22,"Female",3.41,28,30,27,30,29,"000122","C",17
"8427","Hispanic",32,"Male",3.99,20,18,20,21,20,"000108","N",16
"8428","White",33,"Male",2.74,NA,NA,NA,NA,NA,"000063","C",13
"8429","Hispanic",35,"Male",3.2,19,21,20,18,19,"000001","C",15
"8430","White",31,"Male",2.57,16,18,15,14,15,"000099","T",12
"8431","White",28,"Male",3.11,NA,NA,NA,NA,NA,"000024","T",12
"8432","White",23,"Female",3.45,NA,NA,NA,NA,NA,"000010","C",13
"8433","White",35,"Female",3.18,21,21,21,24,23,"000009","M",17
"8434","Asian",22,"Male",3.76,24,21,25,24,23,"000100","N",14
"8435","White",32,"Female",3.58,21,21,20,18,20,"000003","C",12
"8436","White",19,"Female",3.68,17,17,17,17,17,"000029","N",15
"8437","White",28,"Male",2.82,22,24,21,19,21,"000050","C",18
"8438","Black",35,"Female",3.32,19,19,19,18,21,"000001","C",15
"8439","White",33,"Female",2.71,NA,NA,NA,NA,NA,"000010","N",16
"8440","White",20,"Male",3.47,NA,NA,NA,NA,NA,"000005","M",14
"8441","White",32,"Female",2.94,29,29,28,26,28,"000089","D",3
"8442","Bi-Racial",26,"Male",3.62,19,17,19,21,19,"000001","D",14
"8443","White",22,"Female",3.64,21,22,20,19,19,"000093","N",13
"8444","Asian",25,"Female",3.16,23,24,23,23,22,"000088","N",15
"8445","White",33,"Female",3.79,21,22,20,19,22,"000100","N",14
"8446","White",34,"Male",2.86,NA,NA,NA,NA,NA,"000106","D",15
"8447","White",32,"Female",3.58,NA,NA,NA,NA,NA,"000108","M",16
"8448","White",25,"Male",3.26,20,20,22,21,23,"000108","M",15
"8449","White",21,"Male",2.38,NA,NA,NA,NA,NA,"000020","S",14
"8450","White",32,"Male",3.86,25,27,28,27,25,"000050","C",12
"8451","Black",33,"Male",3.33,NA,NA,NA,NA,NA,"000050","C",9
"8452","Asian",22,"Male",2.72,17,18,17,18,18,"000032","C",16
"8453","White",33,"Female",3.95,22,20,21,23,21,"000098","C",6
"8454","White",20,"Male",3.89,NA,NA,NA,NA,NA,"000001","N",6
"8455","Black",23,"Male",3.76,16,17,17,14,17,"000109","C",12
"8456","White",34,"Male",3.13,23,25,22,23,21,"000109","C",15
"8457","White",27,"Male",3.44,22,20,25,24,22,"000021","Y",15
"8458","Hispanic",31,"Female",2.86,22,22,23,20,23,"000001","C",12
"8459","White",27,"Female",3.2,20,20,21,21,21,"000114","C",3
"8460","White",20,"Female",3.25,30,28,29,33,32,"000001","C",4
"8461","White",18,"Female",3.71,14,15,13,13,19,"000100","N",15
"8462","White",27,"Male",3.01,22,23,19,19,21,"000032","T",2
"8463","White",31,"Female",3.56,16,16,16,16,17,"000063","C",7
"8464","White",27,"Male",2.73,19,21,18,19,20,"000020","C",16
"8465","White",21,"Male",3.57,21,21,20,21,20,"000088","C",14
"8466","White",28,"Female",3.28,20,21,20,22,21,"000009","M",14
"8467","Hispanic",31,"Male",3.71,24,22,25,24,24,"000009","C",15
"8468","White",30,"Female",3.07,20,20,20,20,21,"000098","C",16
"8469","White",29,"Female",3.77,NA,NA,NA,NA,NA,"000107","M",13
"8470","White",24,"Female",2.6,24,23,24,21,22,"000001","C",18
"8471","Black",22,"Female",3.87,19,18,21,21,18,"000005","C",14
"8472","White",32,"Male",3.54,27,29,27,29,29,"000009","C",12
"8473","White",35,"Female",2.49,NA,NA,NA,NA,NA,"000069","C",17
"8474","Asian",33,"Female",2.54,19,19,20,20,19,"000107","C",15
"8475","White",19,"Male",2.48,24,23,23,25,25,"000108","C",13
"8476","Hispanic",32,"Male",2.54,NA,NA,NA,NA,NA,"000043","M",16
"8477","Hispanic",28,"Male",3.72,26,25,28,27,26,"000005","R",15
"8478","White",31,"Female",3.63,NA,NA,NA,NA,NA,"000108","D",15.5
"8479","White",25,"Male",3.34,NA,NA,NA,NA,NA,"000111","R",15
"8480","White",19,"Female",3.66,NA,NA,NA,NA,NA,"000032","T",12
"8481","White",27,"Male",3.53,22,18,21,24,22,"000033","C",13
"8482","Hispanic",23,"Male",3.12,NA,NA,NA,NA,NA,"000039","T",15
"8483","White",23,"Male",2.43,NA,NA,NA,NA,NA,"000023","C",13
"8484","White",29,"Female",3.66,18,20,18,18,20,"000030","T",16
"8485","White",21,"Male",3.13,NA,NA,NA,NA,NA,"000043","N",3
"8486","Black",33,"Male",3.35,NA,NA,NA,NA,NA,"000031","D",15
"8487","White",34,"Female",2.23,16,18,16,17,15,"000105","T",15
"8488","White",28,"Male",3.31,25,25,25,26,22,"000107","T",2
"8489","Black",22,"Female",2.71,21,22,22,22,24,"000085","C",12
"8490","Asian",33,"Female",2.89,NA,NA,NA,NA,NA,"000005","M",15
"8491","White",26,"Female",3.6,NA,NA,NA,NA,NA,"000005","C",15
"8492","White",27,"Female",3.78,17,20,14,18,19,"000004","C",6
"8493","White",22,"Female",2.6,21,21,23,22,22,"000074","D",15
"8494","White",22,"Male",2.8,21,20,18,22,19,"000079","C",6
"8495","White",27,"Female",3.79,NA,NA,NA,NA,NA,"000113","C",2
"8496","White",23,"Female",3.25,20,20,20,21,21,"000104","R",9
"8497","White",26,"Female",3.12,NA,NA,NA,NA,NA,"000109","C",16
